t RuBP PGA DPGA T3P FBP E4P S7P SBP ATP NADPH CO2 O2 HexP PenP GCEA GCA PGCA GCAc GOAc SERc GLYc HPRc GCEAc T3Pc FBPc HexPc F26BPc ATPc ADPc OPOPc UDPGc UTPc SUCP SUC PGAc 
35.0143 5.5063 0.29901 0.0071718 4.1794 0.057327 0.94623 0.38857 2.4008 0.28721 0.21 0.012 0.264 1.2059 0.59047 0.018372 0.03776 0.00021246 0.025162 0.010276 8.3233 1.1571 0.0026579 0.030158 4.7716 1.7485 4.4096 0.13756 0.35 0.65 0 1.4641 0.75 0.012583 0.046443 0.0015218  
35.6431 5.4708 0.3419 0.0070728 4.1478 0.056903 0.9563 0.40864 2.4206 0.27092 0.21 0.012 0.264 1.2273 0.60688 0.020376 0.037783 0.00021036 0.025107 0.010254 8.3309 1.1563 0.0026537 0.032127 4.806 1.7488 4.3841 0.1389 0.35 0.65 0 1.468 0.75 0.012675 0.046906 0.0019985  
36.2719 5.4338 0.38881 0.0069808 4.1123 0.056414 0.96642 0.42939 2.4381 0.2571 0.21 0.012 0.264 1.2489 0.6226 0.022621 0.037818 0.00020855 0.025053 0.010233 8.3385 1.1555 0.0026496 0.034341 4.8458 1.7491 4.3585 0.14023 0.35 0.65 0 1.472 0.75 0.012764 0.047343 0.0026101  
36.9007 5.3961 0.43921 0.0068979 4.0735 0.055869 0.97655 0.45056 2.4531 0.24549 0.21 0.012 0.264 1.2705 0.6374 0.025088 0.037865 0.000207 0.025 0.010212 8.3461 1.1545 0.0026456 0.03678 4.8912 1.7496 4.3327 0.14152 0.35 0.65 0 1.4759 0.75 0.012852 0.047758 0.003377  
37.5295 5.3582 0.49248 0.0068259 4.0323 0.055281 0.98665 0.47185 2.4658 0.23578 0.21 0.012 0.264 1.292 0.65112 0.02775 0.037924 0.0002057 0.024949 0.010192 8.3537 1.1535 0.0026418 0.03942 4.9423 1.7501 4.3066 0.14279 0.35 0.65 0 1.48 0.75 0.01294 0.048155 0.0043143  
38.1583 5.3206 0.54793 0.0067647 3.9896 0.054662 0.99665 0.49303 2.4762 0.22766 0.21 0.012 0.264 1.3131 0.66371 0.030577 0.037993 0.0002046 0.024901 0.010173 8.3613 1.1525 0.0026382 0.042231 4.9987 1.7508 4.2803 0.14404 0.35 0.65 0 1.4842 0.75 0.01303 0.048539 0.0054299  
38.7871 5.2838 0.60492 0.0067126 3.9463 0.05403 1.0065 0.51389 2.4844 0.22087 0.21 0.012 0.264 1.3339 0.67516 0.033539 0.038072 0.00020369 0.024855 0.010154 8.3689 1.1515 0.0026348 0.045183 5.0601 1.7515 4.2536 0.14525 0.35 0.65 0 1.4886 0.75 0.013124 0.048917 0.0067218  
39.4813 5.2441 0.66903 0.0066642 3.8989 0.053333 1.017 0.53634 2.4911 0.21462 0.21 0.012 0.264 1.356 0.68655 0.036932 0.03817 0.00020285 0.024808 0.010135 8.3772 1.1503 0.0026314 0.048569 5.1331 1.7525 4.2237 0.14656 0.35 0.65 0 1.4937 0.75 0.013233 0.049331 0.0083369  
40.1756 5.2059 0.7339 0.0066225 3.8528 0.052653 1.027 0.55802 2.4955 0.20939 0.21 0.012 0.264 1.3774 0.69675 0.040427 0.038277 0.00020214 0.024764 0.010117 8.3854 1.1492 0.0026282 0.05206 5.2106 1.7537 4.1933 0.14782 0.35 0.65 0 1.4991 0.75 0.013349 0.049751 0.010118  
40.8698 5.169 0.79936 0.0065832 3.809 0.052005 1.0365 0.57886 2.4981 0.20493 0.21 0.012 0.264 1.3978 0.70594 0.044013 0.038392 0.00020148 0.024724 0.0101 8.3937 1.1481 0.0026253 0.055642 5.2913 1.755 4.1624 0.14905 0.35 0.65 0 1.5047 0.75 0.013472 0.05018 0.012019  
41.564 5.1336 0.86556 0.0065424 3.7678 0.051396 1.0453 0.59882 2.499 0.20103 0.21 0.012 0.264 1.4172 0.71432 0.047694 0.038516 0.00020084 0.024686 0.010084 8.4018 1.147 0.0026226 0.059317 5.3741 1.7565 4.1311 0.15023 0.35 0.65 0 1.5106 0.75 0.013603 0.050624 0.013981  
42.2582 5.0993 0.93301 0.0064963 3.7296 0.050831 1.0533 0.61795 2.4985 0.19752 0.21 0.012 0.264 1.4355 0.72206 0.051496 0.038649 0.00020016 0.02465 0.010069 8.4099 1.146 0.0026202 0.063105 5.4575 1.7582 4.0993 0.15137 0.35 0.65 0 1.5166 0.75 0.013741 0.051085 0.015941  
42.9524 5.0659 1.0025 0.0064412 3.6944 0.050307 1.0606 0.63635 2.4968 0.19424 0.21 0.012 0.264 1.4527 0.72936 0.055462 0.038793 0.00019939 0.024617 0.010055 8.418 1.1451 0.0026179 0.067048 5.5402 1.76 4.0672 0.15246 0.35 0.65 0 1.5228 0.75 0.013884 0.051566 0.017837  
43.6694 5.032 1.0777 0.0063716 3.6608 0.049805 1.0673 0.65474 2.494 0.19098 0.21 0.012 0.264 1.4693 0.73661 0.0598 0.038956 0.00019847 0.024583 0.010041 8.4262 1.1442 0.0026155 0.071346 5.6235 1.762 4.0337 0.15353 0.35 0.65 0 1.5293 0.75 0.014037 0.052081 0.019666  
44.3864 4.9983 1.1579 0.0062869 3.6295 0.049332 1.0731 0.67272 2.4902 0.18774 0.21 0.012 0.264 1.4847 0.74369 0.06447 0.039136 0.00019739 0.02455 0.010027 8.4344 1.1433 0.0026132 0.075956 5.7034 1.7642 3.9999 0.15455 0.35 0.65 0 1.5357 0.75 0.014191 0.052614 0.021311  
45.1033 4.9641 1.2446 0.0061856 3.5998 0.048875 1.0782 0.69051 2.4855 0.18447 0.21 0.012 0.264 1.4989 0.75073 0.069577 0.039338 0.00019613 0.024516 0.010012 8.4426 1.1425 0.0026109 0.08098 5.7787 1.7666 3.966 0.15551 0.35 0.65 0 1.5421 0.75 0.014346 0.053162 0.022736  
45.8203 4.9288 1.3397 0.006068 3.5709 0.048421 1.0825 0.70836 2.4797 0.18113 0.21 0.012 0.264 1.512 0.7578 0.075238 0.039566 0.0001947 0.024481 0.009998 8.4507 1.1417 0.0026084 0.086528 5.8486 1.7691 3.9319 0.15641 0.35 0.65 0 1.5484 0.75 0.0145 0.053719 0.023923  
46.5373 4.892 1.4448 0.0059359 3.5418 0.047952 1.0861 0.72652 2.4727 0.1777 0.21 0.012 0.264 1.524 0.76492 0.081572 0.039825 0.00019312 0.024444 0.009983 8.4587 1.141 0.0026059 0.092715 5.9127 1.7717 3.8977 0.15726 0.35 0.65 0 1.5544 0.75 0.01465 0.054281 0.02488  
47.2542 4.8528 1.5616 0.0057925 3.5116 0.047454 1.089 0.74521 2.4642 0.17422 0.21 0.012 0.264 1.5349 0.77207 0.088693 0.040119 0.00019143 0.024406 0.0099673 8.4667 1.1402 0.0026031 0.099652 5.9707 1.7745 3.8636 0.15805 0.35 0.65 0 1.5603 0.75 0.014795 0.054843 0.025638  
48.177 4.7984 1.7307 0.0055993 3.4701 0.046752 1.0919 0.77032 2.4508 0.16975 0.21 0.012 0.264 1.5471 0.78123 0.099173 0.040556 0.00018919 0.024352 0.0099458 8.477 1.1392 0.0025992 0.10984 6.037 1.7781 3.8196 0.159 0.35 0.65 0 1.5675 0.75 0.014974 0.055556 0.026414  
49.0998 4.7387 1.922 0.0054075 3.4249 0.04597 1.0938 0.79681 2.4337 0.16543 0.21 0.012 0.264 1.5574 0.79017 0.11127 0.041063 0.00018698 0.024295 0.0099229 8.4873 1.1382 0.002595 0.12156 6.095 1.782 3.7758 0.15987 0.35 0.65 0 1.5742 0.75 0.01514 0.056249 0.027113  
49.8565 4.6856 2.0952 0.0052594 3.3853 0.045274 1.0945 0.81954 2.4167 0.16211 0.21 0.012 0.264 1.5643 0.7972 0.12244 0.041533 0.00018529 0.024246 0.0099032 8.4957 1.1373 0.0025913 0.13238 6.1373 1.7852 3.74 0.16053 0.35 0.65 0 1.5794 0.75 0.015266 0.056796 0.027749  
50.6133 4.6288 2.282 0.0051251 3.3441 0.044543 1.0944 0.84302 2.3968 0.15906 0.21 0.012 0.264 1.5696 0.80386 0.13472 0.04205 0.00018374 0.024194 0.0098828 8.5041 1.1363 0.0025874 0.14424 6.176 1.7884 3.7042 0.16115 0.35 0.65 0 1.5844 0.75 0.015382 0.057319 0.028531  
51.37 4.5688 2.4805 0.0050077 3.3023 0.043794 1.0934 0.86704 2.3739 0.15635 0.21 0.012 0.264 1.5733 0.8101 0.14804 0.042612 0.00018238 0.024142 0.0098619 8.5125 1.1353 0.0025834 0.15711 6.2117 1.7918 3.6686 0.16173 0.35 0.65 0 1.589 0.75 0.015487 0.057814 0.029516  
52.1267 4.5061 2.6888 0.0049086 3.2611 0.043049 1.0912 0.8913 2.3481 0.154 0.21 0.012 0.264 1.5752 0.81591 0.16233 0.043215 0.00018121 0.024089 0.0098407 8.5208 1.1342 0.0025794 0.17088 6.2451 1.7952 3.6331 0.16228 0.35 0.65 0 1.5934 0.75 0.015582 0.058278 0.030737  
52.8835 4.4413 2.9047 0.0048278 3.2217 0.042325 1.0878 0.91549 2.3197 0.15199 0.21 0.012 0.264 1.5751 0.82131 0.17748 0.043854 0.00018023 0.024035 0.0098195 8.5292 1.1331 0.0025754 0.18547 6.2766 1.7986 3.5977 0.16279 0.35 0.65 0 1.5975 0.75 0.015665 0.058707 0.032201  
53.7888 4.3621 3.1698 0.0047537 3.178 0.041509 1.0818 0.94392 2.2825 0.15004 0.21 0.012 0.264 1.5723 0.8273 0.19657 0.04466 0.00017929 0.023972 0.0097941 8.5392 1.1317 0.0025705 0.20381 6.3124 1.8027 3.5556 0.16337 0.35 0.65 0 1.6021 0.75 0.015749 0.059173 0.034258  
54.6941 4.2822 3.4389 0.0047013 3.1394 0.040766 1.0736 0.97133 2.2426 0.14851 0.21 0.012 0.264 1.5664 0.83286 0.21654 0.045502 0.00017857 0.023909 0.0097692 8.5491 1.1302 0.0025658 0.22296 6.3466 1.8069 3.5138 0.1639 0.35 0.65 0 1.6064 0.75 0.015818 0.059585 0.036604  
55.5994 4.2028 3.7088 0.0046675 3.1063 0.040106 1.0633 0.99737 2.2006 0.14736 0.21 0.012 0.264 1.5574 0.83811 0.2372 0.046375 0.00017805 0.023849 0.0097449 8.559 1.1287 0.0025613 0.24272 6.3795 1.8112 3.4722 0.16439 0.35 0.65 0 1.6103 0.75 0.01587 0.05994 0.039181  
56.5048 4.1248 3.977 0.0046493 3.0791 0.039532 1.0507 1.0218 2.157 0.14652 0.21 0.012 0.264 1.5452 0.84312 0.25841 0.047271 0.00017769 0.023791 0.0097214 8.5689 1.1273 0.002557 0.26295 6.4113 1.8155 3.4309 0.16484 0.35 0.65 0 1.614 0.75 0.015908 0.060239 0.041931  
57.4101 4.049 4.2414 0.0046443 3.0577 0.039041 1.0362 1.0443 2.1123 0.14595 0.21 0.012 0.264 1.53 0.84795 0.28002 0.048186 0.00017748 0.023736 0.0096991 8.5787 1.1258 0.0025529 0.28351 6.4422 1.8198 3.3898 0.16525 0.35 0.65 0 1.6174 0.75 0.015931 0.060482 0.044798  
58.3154 3.9762 4.5001 0.0046501 3.042 0.038631 1.0197 1.0649 2.0669 0.1456 0.21 0.012 0.264 1.5118 0.85264 0.30193 0.049116 0.00017739 0.023685 0.009678 8.5884 1.1244 0.0025491 0.30429 6.4724 1.8241 3.3491 0.16563 0.35 0.65 0 1.6206 0.75 0.015939 0.06067 0.047731  
59.6598 3.8744 4.8713 0.004675 3.0284 0.038158 0.99232 1.0916 1.999 0.1454 0.21 0.012 0.264 1.48 0.85945 0.33479 0.050518 0.00017746 0.023616 0.0096494 8.6027 1.1224 0.0025441 0.33533 6.5162 1.8306 3.2893 0.16612 0.35 0.65 0 1.6248 0.75 0.015928 0.06085 0.052099  
61.0041 3.7811 5.2243 0.0047148 3.0253 0.037831 0.96197 1.1139 1.9313 0.14551 0.21 0.012 0.264 1.4432 0.86608 0.36782 0.051938 0.00017771 0.023557 0.0096244 8.6169 1.1206 0.0025399 0.36641 6.559 1.8371 3.2302 0.16653 0.35 0.65 0 1.6287 0.75 0.015891 0.060918 0.056367  
62.3484 3.6966 5.5573 0.0047663 3.0313 0.03763 0.92948 1.1317 1.8643 0.14583 0.21 0.012 0.264 1.4024 0.87255 0.40083 0.053372 0.00017814 0.023509 0.0096034 8.6308 1.119 0.0025367 0.39731 6.6009 1.8437 3.172 0.16688 0.35 0.65 0 1.6321 0.75 0.01583 0.060882 0.060433  
63.6927 3.6209 5.8695 0.0048266 3.0451 0.037536 0.89558 1.1453 1.7983 0.14633 0.21 0.012 0.264 1.3588 0.87884 0.43368 0.054815 0.0001787 0.023472 0.0095865 8.6444 1.1177 0.0025343 0.42792 6.6421 1.8503 3.1146 0.16714 0.35 0.65 0 1.6352 0.75 0.015748 0.06075 0.064222  
65.0371 3.5537 6.1609 0.0048935 3.0655 0.037537 0.86092 1.1551 1.7337 0.14695 0.21 0.012 0.264 1.3135 0.88492 0.46625 0.056265 0.00017938 0.023445 0.0095739 8.6579 1.1167 0.0025329 0.45813 6.6827 1.8569 3.0581 0.16734 0.35 0.65 0 1.638 0.75 0.015648 0.060533 0.067679  
66.3814 3.4945 6.4316 0.0049654 3.0914 0.037618 0.82609 1.1613 1.6706 0.14765 0.21 0.012 0.264 1.2675 0.89074 0.49846 0.057719 0.00018016 0.02343 0.0095653 8.6711 1.1161 0.0025324 0.48787 6.7227 1.8636 3.0024 0.16747 0.35 0.65 0 1.6405 0.75 0.015532 0.060239 0.070769  
68.443 3.4174 6.8083 0.0050822 3.1395 0.037872 0.77348 1.1646 1.5772 0.14884 0.21 0.012 0.264 1.1974 0.89911 0.54703 0.059952 0.0001815 0.023425 0.0095596 8.6908 1.1158 0.0025332 0.53245 6.7832 1.8738 2.919 0.16753 0.35 0.65 0 1.6439 0.75 0.015327 0.059659 0.074763  
70.5046 3.3546 7.1414 0.0052036 3.1948 0.038253 0.72307 1.1618 1.4885 0.1501 0.21 0.012 0.264 1.1302 0.90666 0.59449 0.062181 0.00018298 0.02344 0.0095616 8.7101 1.1164 0.0025357 0.57571 6.8424 1.8839 2.8378 0.16743 0.35 0.65 0 1.6469 0.75 0.015098 0.058948 0.077865  
72.5661 3.3033 7.4347 0.0053266 3.2547 0.03873 0.67586 1.1541 1.4049 0.15138 0.21 0.012 0.264 1.0674 0.91332 0.64077 0.064395 0.00018453 0.02347 0.0095696 8.7289 1.1178 0.0025393 0.61759 6.9004 1.8941 2.7589 0.16717 0.35 0.65 0 1.6495 0.75 0.014849 0.058135 0.080134  
74.6277 3.261 7.692 0.0054488 3.3169 0.039278 0.63251 1.1427 1.3271 0.15264 0.21 0.012 0.264 1.0101 0.91902 0.68581 0.066583 0.00018612 0.02351 0.0095818 8.7473 1.1198 0.0025438 0.65807 6.9571 1.9042 2.6823 0.16676 0.35 0.65 0 1.6518 0.75 0.014587 0.057243 0.081659  
76.6893 3.2258 7.9167 0.0055681 3.3797 0.039874 0.59333 1.1286 1.2554 0.15386 0.21 0.012 0.264 0.95881 0.92375 0.72958 0.068732 0.00018769 0.023556 0.0095966 8.7654 1.1224 0.0025488 0.69716 7.0125 1.9142 2.6081 0.16621 0.35 0.65 0 1.6539 0.75 0.014316 0.056292 0.082544  
78.7509 3.1959 8.112 0.005683 3.4416 0.0405 0.55846 1.1127 1.1904 0.15502 0.21 0.012 0.264 0.91348 0.92754 0.77206 0.070833 0.00018921 0.023604 0.0096124 8.7833 1.1253 0.0025538 0.73485 7.0665 1.9241 2.5363 0.1655 0.35 0.65 0 1.6558 0.75 0.014038 0.055298 0.082894  
81.0965 3.1668 8.302 0.0058068 3.5096 0.041229 0.52392 1.0934 1.1247 0.15625 0.21 0.012 0.264 0.86892 0.93075 0.81879 0.073151 0.00019084 0.023657 0.0096301 8.8034 1.1289 0.0025594 0.77607 7.1262 1.9352 2.4574 0.16453 0.35 0.65 0 1.6577 0.75 0.013719 0.054134 0.08277  
83.4422 3.1415 8.4615 0.0059219 3.5741 0.041958 0.4946 1.0735 1.0678 0.15737 0.21 0.012 0.264 0.83132 0.9329 0.86381 0.075382 0.00019234 0.023705 0.0096461 8.8235 1.1326 0.0025645 0.81552 7.1839 1.9462 2.3817 0.16338 0.35 0.65 0 1.6595 0.75 0.0134 0.05295 0.082221  
85.7878 3.1192 8.5937 0.0060274 3.6343 0.042674 0.4701 1.0537 1.0197 0.15838 0.21 0.012 0.264 0.80001 0.93412 0.90707 0.077515 0.00019369 0.023746 0.0096597 8.8436 1.1362 0.0025689 0.85324 7.2396 1.9569 2.3089 0.16205 0.35 0.65 0 1.6611 0.75 0.013084 0.051762 0.081362  
88.1335 3.0993 8.7015 0.0061226 3.6899 0.043364 0.44999 1.0345 0.97977 0.15928 0.21 0.012 0.264 0.77431 0.93455 0.94857 0.079546 0.00019489 0.023779 0.0096704 8.8637 1.1397 0.0025727 0.88923 7.2934 1.9673 2.2391 0.16054 0.35 0.65 0 1.6626 0.75 0.012771 0.050578 0.080288  
90.4791 3.0815 8.7878 0.0062073 3.7404 0.044019 0.43376 1.0162 0.94758 0.16007 0.21 0.012 0.264 0.75353 0.93434 0.98827 0.08147 0.00019592 0.023804 0.009678 8.8839 1.143 0.0025757 0.92353 7.3452 1.9774 2.1724 0.15888 0.35 0.65 0 1.6641 0.75 0.012466 0.049408 0.079073  
92.8248 3.0656 8.8551 0.0062814 3.7859 0.044632 0.42095 0.99907 0.92237 0.16075 0.21 0.012 0.264 0.73701 0.93363 1.0262 0.083287 0.00019679 0.023821 0.0096827 8.9041 1.146 0.0025781 0.95615 7.3951 1.9872 2.1085 0.15705 0.35 0.65 0 1.6654 0.75 0.012167 0.048259 0.077779  
96.1118 3.0464 8.9224 0.0063676 3.8411 0.045408 0.40788 0.97745 0.89731 0.16154 0.21 0.012 0.264 0.71986 0.93204 1.0763 0.085657 0.00019777 0.023833 0.0096849 8.9326 1.1498 0.0025805 0.99912 7.462 2.0003 2.0238 0.15423 0.35 0.65 0 1.6671 0.75 0.011764 0.046693 0.075923  
99.3989 3.0306 8.9641 0.0064339 3.8865 0.046078 0.39941 0.95884 0.88215 0.16214 0.21 0.012 0.264 0.70839 0.93007 1.123 0.08783 0.00019848 0.023835 0.0096829 8.9611 1.153 0.0025819 1.039 7.5254 2.0127 1.9446 0.15111 0.35 0.65 0 1.6688 0.75 0.01138 0.04519 0.074103  
102.6859 3.0179 8.9866 0.0064816 3.9225 0.046634 0.39447 0.94335 0.87464 0.16257 0.21 0.012 0.264 0.70127 0.92797 1.1664 0.089821 0.00019895 0.023829 0.0096778 8.9897 1.1558 0.0025827 1.0759 7.5856 2.0241 1.8707 0.14773 0.35 0.65 0 1.6703 0.75 0.011016 0.043755 0.072393  
105.973 3.0078 8.996 0.0065124 3.9498 0.047073 0.39216 0.93091 0.87272 0.16285 0.21 0.012 0.264 0.69739 0.92593 1.2067 0.091649 0.00019921 0.023817 0.0096706 9.0183 1.1583 0.002583 1.1101 7.6429 2.0345 1.802 0.14409 0.35 0.65 0 1.6717 0.75 0.010673 0.042396 0.070846  
109.26 2.9998 8.9976 0.0065287 3.9691 0.047398 0.39167 0.92135 0.87454 0.163 0.21 0.012 0.264 0.6958 0.92407 1.2442 0.093334 0.0001993 0.023803 0.0096622 9.0468 1.1605 0.002583 1.1417 7.6974 2.0439 1.7383 0.14021 0.35 0.65 0 1.6731 0.75 0.010352 0.041116 0.069498  
112.5471 2.9933 8.9961 0.006533 3.9816 0.047617 0.39235 0.91438 0.87853 0.16304 0.21 0.012 0.264 0.69573 0.92247 1.2792 0.094896 0.00019926 0.023786 0.009653 9.0751 1.1626 0.0025829 1.1712 7.7495 2.0521 1.6795 0.13612 0.35 0.65 0 1.6743 0.75 0.010053 0.039918 0.068374  
117.6841 2.9846 8.9954 0.0065226 3.99 0.047781 0.39453 0.90785 0.88618 0.16294 0.21 0.012 0.264 0.69715 0.92055 1.3299 0.09714 0.000199 0.02376 0.0096382 9.1191 1.1655 0.0025826 1.2135 7.8267 2.0626 1.5969 0.12936 0.35 0.65 0 1.6761 0.75 0.009631 0.038211 0.067092  
122.8211 2.9762 9.0037 0.006501 3.989 0.047781 0.39682 0.90529 0.8927 0.16274 0.21 0.012 0.264 0.69897 0.91931 1.3767 0.099207 0.00019861 0.023734 0.0096236 9.1626 1.1683 0.0025823 1.2521 7.8997 2.0698 1.5251 0.12222 0.35 0.65 0 1.6776 0.75 0.0092629 0.036707 0.066384  
127.9581 2.9668 9.0235 0.0064773 3.9832 0.047687 0.39834 0.90521 0.89636 0.16251 0.21 0.012 0.264 0.70014 0.9186 1.4208 0.10116 0.00019822 0.02371 0.0096099 9.2056 1.1711 0.0025822 1.2882 7.9693 2.0734 1.4635 0.11481 0.35 0.65 0 1.6789 0.75 0.0089482 0.035407 0.066204  
133.0951 2.9567 9.0524 0.0064583 3.9761 0.04756 0.3988 0.90631 0.89681 0.16232 0.21 0.012 0.264 0.70021 0.91827 1.463 0.10303 0.0001979 0.023689 0.0095975 9.2481 1.174 0.0025823 1.3225 8.0365 2.0734 1.4115 0.10726 0.35 0.65 0 1.68 0.75 0.0086853 0.034305 0.066477  
138.2321 2.9464 9.0856 0.0064475 3.9703 0.047445 0.39826 0.90758 0.8946 0.16221 0.21 0.012 0.264 0.69924 0.91815 1.5037 0.10485 0.00019769 0.023672 0.0095866 9.2901 1.1769 0.0025826 1.3554 8.1023 2.0694 1.3684 0.09967 0.35 0.65 0 1.6808 0.75 0.0084726 0.033397 0.067115  
143.3691 2.9369 9.1175 0.0064461 3.967 0.04737 0.39702 0.90836 0.89082 0.16218 0.21 0.012 0.264 0.69755 0.9181 1.5432 0.10662 0.00019762 0.023659 0.0095775 9.3315 1.1799 0.0025834 1.387 8.1673 2.0612 1.3337 0.092181 0.35 0.65 0 1.6814 0.75 0.008308 0.032677 0.06803  
148.5061 2.9291 9.1432 0.0064535 3.9667 0.047345 0.39549 0.90831 0.88665 0.16224 0.21 0.012 0.264 0.69559 0.91799 1.5812 0.10834 0.00019768 0.023651 0.0095702 9.3724 1.1831 0.0025844 1.4172 8.2322 2.0489 1.3068 0.084919 0.35 0.65 0 1.6817 0.75 0.0081889 0.032135 0.069142  
153.6431 2.9238 9.1589 0.0064682 3.9691 0.047372 0.39409 0.90739 0.88315 0.16237 0.21 0.012 0.264 0.69381 0.91779 1.6176 0.11001 0.00019785 0.023648 0.0095646 9.4129 1.1864 0.0025858 1.4459 8.2976 2.0323 1.2871 0.078009 0.35 0.65 0 1.6816 0.75 0.0081124 0.031762 0.07038  
159.0524 2.9213 9.1624 0.0064887 3.9737 0.047447 0.39309 0.90559 0.88101 0.16256 0.21 0.012 0.264 0.69252 0.91743 1.6533 0.11167 0.00019812 0.023648 0.0095605 9.455 1.19 0.0025877 1.4745 8.3672 2.0104 1.2732 0.071236 0.35 0.65 0 1.6813 0.75 0.008074 0.031537 0.071752  
164.4617 2.9222 9.1521 0.0065117 3.9795 0.047555 0.39281 0.90323 0.881 0.16277 0.21 0.012 0.264 0.69212 0.91694 1.6861 0.11321 0.00019846 0.023653 0.009558 9.4965 1.1937 0.0025898 1.5011 8.4377 1.9842 1.2656 0.065089 0.35 0.65 0 1.6805 0.75 0.0080739 0.031468 0.073129  
169.871 2.9263 9.1292 0.0065344 3.9856 0.047677 0.39335 0.90064 0.88326 0.16299 0.21 0.012 0.264 0.69272 0.91635 1.716 0.1146 0.00019881 0.023661 0.0095567 9.5376 1.1976 0.0025921 1.5253 8.5091 1.9542 1.2634 0.059649 0.35 0.65 0 1.6795 0.75 0.0081063 0.031535 0.07445  
175.2804 2.933 9.0963 0.0065542 3.9908 0.047797 0.39469 0.89818 0.88756 0.16318 0.21 0.012 0.264 0.69427 0.91571 1.7428 0.11586 0.00019915 0.02367 0.0095561 9.5783 1.2016 0.0025945 1.5465 8.581 1.9211 1.2655 0.054962 0.35 0.65 0 1.678 0.75 0.0081644 0.031712 0.075669  
180.6897 2.9414 9.0575 0.0065692 3.9946 0.047898 0.39667 0.89613 0.89342 0.16334 0.21 0.012 0.264 0.6966 0.91509 1.7666 0.11699 0.00019944 0.023679 0.0095559 9.6186 1.2056 0.002597 1.5649 8.6529 1.8856 1.271 0.051032 0.35 0.65 0 1.6762 0.75 0.0082408 0.031972 0.076747  
186.099 2.9508 9.017 0.0065784 3.9964 0.047969 0.39906 0.89471 0.90014 0.16344 0.21 0.012 0.264 0.69944 0.91454 1.787 0.11798 0.00019966 0.02369 0.009556 9.6585 1.2095 0.0025995 1.5812 8.724 1.8487 1.2787 0.047826 0.35 0.65 0 1.674 0.75 0.0083279 0.032287 0.077665  
191.5083 2.96 8.9789 0.0065815 3.9961 0.048004 0.4016 0.89402 0.90698 0.16348 0.21 0.012 0.264 0.70248 0.91411 1.8039 0.11882 0.0001998 0.0237 0.0095561 9.698 1.2135 0.0026019 1.5958 8.7937 1.8113 1.2877 0.045279 0.35 0.65 0 1.6716 0.75 0.0084183 0.032627 0.078417  
196.9177 2.9682 8.9465 0.0065794 3.994 0.048003 0.40403 0.89405 0.91324 0.16348 0.21 0.012 0.264 0.70539 0.91382 1.819 0.11952 0.00019987 0.023708 0.0095555 9.7372 1.2174 0.0026041 1.6081 8.8609 1.7745 1.2972 0.043309 0.35 0.65 0 1.6689 0.75 0.0085056 0.032967 0.079015  
202.327 2.9748 8.922 0.0065734 3.9905 0.047972 0.40612 0.8947 0.9184 0.16344 0.21 0.012 0.264 0.70793 0.91367 1.8325 0.12017 0.00019987 0.023713 0.0095537 9.7761 1.2212 0.0026059 1.6187 8.9252 1.7389 1.3064 0.04182 0.35 0.65 0 1.6661 0.75 0.0085846 0.033284 0.079476  
207.7363 2.9795 8.9063 0.0065649 3.9862 0.047918 0.40773 0.89579 0.92211 0.16337 0.21 0.012 0.264 0.70991 0.91365 1.8448 0.12076 0.00019983 0.023718 0.0095519 9.8147 1.2249 0.0026078 1.6284 8.9857 1.7052 1.3149 0.040721 0.35 0.65 0 1.6631 0.75 0.0086521 0.033563 0.079825  
213.1456 2.9822 8.8993 0.0065555 3.9816 0.047851 0.40877 0.89715 0.92425 0.16328 0.21 0.012 0.264 0.71121 0.91373 1.8563 0.1213 0.00019975 0.02372 0.0095493 9.853 1.2285 0.0026094 1.6375 9.0422 1.6739 1.3223 0.039924 0.35 0.65 0 1.6601 0.75 0.0087062 0.033794 0.080083  
219.2705 2.9829 8.9007 0.0065453 3.9768 0.047771 0.40927 0.89876 0.92486 0.16319 0.21 0.012 0.264 0.71187 0.91392 1.8691 0.12189 0.00019965 0.02372 0.0095455 9.896 1.2324 0.002611 1.6473 9.101 1.6415 1.3292 0.039296 0.35 0.65 0 1.6568 0.75 0.0087509 0.033992 0.08029  
225.3954 2.9816 8.9099 0.0065368 3.9728 0.047697 0.40911 0.90025 0.92383 0.16311 0.21 0.012 0.264 0.71173 0.91416 1.8819 0.12248 0.00019955 0.023719 0.0095412 9.9385 1.2362 0.0026125 1.6571 9.1543 1.6126 1.3344 0.038874 0.35 0.65 0 1.6535 0.75 0.008779 0.034125 0.080425  
231.5203 2.9788 8.9243 0.0065303 3.9699 0.047636 0.40845 0.90146 0.9216 0.16304 0.21 0.012 0.264 0.71098 0.91442 1.8951 0.12308 0.00019946 0.023717 0.0095367 9.9807 1.2399 0.0026139 1.6671 9.2021 1.5871 1.3381 0.038591 0.35 0.65 0 1.6504 0.75 0.0087926 0.0342 0.080503  
237.6452 2.9751 8.9416 0.0065261 3.9682 0.047591 0.40744 0.90232 0.91863 0.163 0.21 0.012 0.264 0.7098 0.91465 1.9087 0.1237 0.00019939 0.023714 0.0095318 10.0224 1.2436 0.0026152 1.6774 9.2447 1.5648 1.3405 0.038396 0.35 0.65 0 1.6474 0.75 0.0087942 0.034224 0.080535  
